Prefix;Operator Name
+4872904;P4 Sp. z o.o. (Sie? komórkowa Play)
+4872905;P4 Sp. z o.o. (Sie? komórkowa Play)
+4872906;P4 Sp. z o.o. (Sie? komórkowa Play)
+4872907;Next Mobile Sp. z o.o.
+4872908;P4 Sp. z o.o. (Sie? komórkowa Play)
+487291;P4 Sp. z o.o. (Sie? komórkowa Play)
+487292;Lycamobile Sp. z o.o.
+487293;Lycamobile Sp. z o.o.
+487294;Lycamobile Sp. z o.o.
+487295;Lycamobile Sp. z o.o.
+487296;Lycamobile Sp. z o.o.
+4872970;AMD Telecom SA
+4872971;Sat Film Sp. z o.o. i Wspólnicy Sp.k.
+4872972;COMPATEL LIMITED
+4872973;Vectra S.A.
+4872974;Vectra S.A.
+4872975;Mobiledata Sp. z o.o.
+4872976;Sat Film Sp. z o.o. i Wspólnicy Sp.k.
+4872977;Netia S.A.
+4872978;Vectra S.A.
+4872979;Vectra S.A.
+4872980;Netia S.A.
+4872981;Vectra S.A.
+4872982;Vectra S.A.
+4872983;PREMIUM MOBILE Sp. z o.o.
+4872984;PREMIUM MOBILE Sp. z o.o.
+4872985;PREMIUM MOBILE Sp. z o.o.
+4872986;Netia S.A.
+4872987;PREMIUM MOBILE Sp. z o.o.
+4872988;PREMIUM MOBILE Sp. z o.o.
+4872989;PREMIUM MOBILE Sp. z o.o.
+4872990;TELCO LEADERS LTD
+4872991;PREMIUM MOBILE Sp. z o.o.
+4872992;PREMIUM MOBILE Sp. z o.o.
+4872993;Vonage B.V.
+4872994;PREMIUM MOBILE Sp. z o.o.
+4872995;PREMIUM MOBILE Sp. z o.o.
+4872996;PREMIUM MOBILE Sp. z o.o.
+4872997;PREMIUM MOBILE Sp. z o.o.
+4872998;PREMIUM MOBILE Sp. z o.o.
+4872999;PREMIUM MOBILE Sp. z o.o.
+48730;P4 Sp. z o.o. (Sie? komórkowa Play)
+48731;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873200;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873201;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873202;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873203;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873204;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873205;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873206;VikingCo Poland Sp. z o. o.
+4873207;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873208;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873209;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873210;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873211;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873212;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873213;VikingCo Poland Sp. z o. o.
+4873214;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873215;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873216;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873217;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873218;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873219;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873223;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873224;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873225;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873226;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873227;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873228;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873229;P4 Sp. z o.o. (Sie? komórkowa Play)
+487323;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873240;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873241;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873242;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873243;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873244;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873245;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873246;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873247;Netia S.A.
+4873248;P4 Sp. z o.o. (Sie? komórkowa Play)
+487325;P4 Sp. z o.o. (Sie? komórkowa Play)
+487326;P4 Sp. z o.o. (Sie? komórkowa Play)
+487327;P4 Sp. z o.o. (Sie? komórkowa Play)
+487328;P4 Sp. z o.o. (Sie? komórkowa Play)
+487329;P4 Sp. z o.o. (Sie? komórkowa Play)
+487330;P4 Sp. z o.o. (Sie? komórkowa Play)
+487331;P4 Sp. z o.o. (Sie? komórkowa Play)
+487332;P4 Sp. z o.o. (Sie? komórkowa Play)
+487333;P4 Sp. z o.o. (Sie? komórkowa Play)
+487334;P4 Sp. z o.o. (Sie? komórkowa Play)
+487335;P4 Sp. z o.o. (Sie? komórkowa Play)
+487336;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873370;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873371;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873372;VikingCo Poland Sp. z o. o.
+4873373;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873374;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873375;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873376;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873377;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873378;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873379;P4 Sp. z o.o. (Sie? komórkowa Play)
+487338;P4 Sp. z o.o. (Sie? komórkowa Play)
+487339;P4 Sp. z o.o. (Sie? komórkowa Play)
+48734;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+48735;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+487360;Virgin Mobile Polska Sp. z o.o.
+487361;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+487362;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+487363;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+487364;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+487365;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+487366;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+487367;Virgin Mobile Polska Sp. z o.o.
+487368;Virgin Mobile Polska Sp. z o.o.
+487369;Virgin Mobile Polska Sp. z o.o.
+487370;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+487371;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+4873720;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+4873721;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+4873722;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+4873723;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+4873724;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+4873725;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+4873726;Fundacja Nasza Wizja
+4873727;Fundacja Nasza Wizja
+4873728;Fundacja Nasza Wizja
+4873729;Fundacja Nasza Wizja
+487373;Virgin Mobile Polska Sp. z o.o.
+487374;Virgin Mobile Polska Sp. z o.o.
+487375;Virgin Mobile Polska Sp. z o.o.
+487376;Virgin Mobile Polska Sp. z o.o.
+487377;Virgin Mobile Polska Sp. z o.o.
+487378;Virgin Mobile Polska Sp. z o.o.
+487379;Virgin Mobile Polska Sp. z o.o.
+48738;PKP Polskie Linie Kolejowe S.A.
+487390;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873910;I.M. Consulting Izabela Mi?osz
+4873911;Vectra S.A.
+4873912;Vectra S.A.
+4873913;Vectra S.A.
+4873914;Vectra S.A.
+4873915;Vectra S.A.
+4873916;Vectra S.A.
+4873917;Vectra S.A.
+4873918;Polvoice Sp. Z o.o.
+4873919;Netia S.A.
+487392;P4 Sp. z o.o. (Sie? komórkowa Play)
+4873930;Vectra S.A.
+4873931;Cyfrowy POLSAT S.A.
+4873932;Cyfrowy POLSAT S.A.
+4873933;Cyfrowy POLSAT S.A.
+4873934;Cyfrowy POLSAT S.A.
+4873935;Cyfrowy POLSAT S.A.
+4873936;Cyfrowy POLSAT S.A.
+4873937;Cyfrowy POLSAT S.A.
+4873938;Cyfrowy POLSAT S.A.
+4873939;Cyfrowy POLSAT S.A.
+487394;Lycamobile Sp. z o.o.
+487395;Lycamobile Sp. z o.o.
+487396;Lycamobile Sp. z o.o.
+487397;Cyfrowy POLSAT S.A.
+487398;Cyfrowy POLSAT S.A.
+4873990;VikingCo Poland Sp. z o. o.
+4873991;AGILE TELECOM S.P.A.
+4873992;MobiWeb Telecom Limited
+4873993;SIA NetBalt
+4873994;Multimedia Polska Sp. z o.o. (Sie? komórkowa multiMOBILE)
+4873995;Multimedia Polska Sp. z o.o. (Sie? komórkowa multiMOBILE)
+4873996;Multimedia Polska Sp. z o.o. (Sie? komórkowa multiMOBILE)
+4873997;VikingCo Poland Sp. z o. o.
+4873998;VikingCo Poland Sp. z o. o.
+4873999;AHMES Sp. z o.o.
+487800;Orange Polska S.A. (Sie? komórkowa Orange)
+487801;Orange Polska S.A. (Sie? komórkowa Orange)
+4878020;TOYA Sp. z o.o.
+4878021;INEA S.A.
+4878022;INEA S.A.
+4878023;INEA S.A.
+4878024;INEA S.A.
+4878025;CrossMobile Sp. z o.o.
+4878026;SIA NetBalt
+4878027;INEA S.A.
+4878028;METROPORT Sp. z o.o.
+4878029;SMSHIGHWAY LIMITED
+487803;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+4878040;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+4878041;UPC Polska Sp. z o.o.
+4878042;UPC Polska Sp. z o.o.
+4878043;UPC Polska Sp. z o.o.
+4878044;UPC Polska Sp. z o.o.
+4878045;UPC Polska Sp. z o.o.
+4878046;UPC Polska Sp. z o.o.
+4878047;UPC Polska Sp. z o.o.
+4878048;UPC Polska Sp. z o.o.
+4878049;UPC Polska Sp. z o.o.
+487805;Orange Polska S.A. (Sie? komórkowa Orange)
+487806;Orange Polska S.A. (Sie? komórkowa Orange)
+4878070;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+4878071;Orange Polska S.A. (Sie? komórkowa Orange)
+4878072;Orange Polska S.A. (Sie? komórkowa Orange)
+4878073;Orange Polska S.A. (Sie? komórkowa Orange)
+4878074;Orange Polska S.A. (Sie? komórkowa Orange)
+4878075;Orange Polska S.A. (Sie? komórkowa Orange)
+4878076;Orange Polska S.A. (Sie? komórkowa Orange)
+4878077;Orange Polska S.A. (Sie? komórkowa Orange)
+4878078;Orange Polska S.A. (Sie? komórkowa Orange)
+4878079;Orange Polska S.A. (Sie? komórkowa Orange)
+487808;Orange Polska S.A. (Sie? komórkowa Orange)
+4878090;Next Mobile Sp. z o.o.
+4878091;Orange Polska S.A. (Sie? komórkowa Orange)
+4878092;Orange Polska S.A. (Sie? komórkowa Orange)
+4878093;Orange Polska S.A. (Sie? komórkowa Orange)
+4878094;Orange Polska S.A. (Sie? komórkowa Orange)
+4878095;Orange Polska S.A. (Sie? komórkowa Orange)
+4878096;Orange Polska S.A. (Sie? komórkowa Orange)
+4878097;Orange Polska S.A. (Sie? komórkowa Orange)
+4878098;Orange Polska S.A. (Sie? komórkowa Orange)
+4878099;Orange Polska S.A. (Sie? komórkowa Orange)
+48781;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+48782;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+48783;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+48784;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+48785;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+4878600;JMDI J. Maleszko
+4878601;Multimedia Polska Sp. z o.o. (Sie? komórkowa multiMOBILE)
+4878602;Multimedia Polska Sp. z o.o. (Sie? komórkowa multiMOBILE)
+4878603;Multimedia Polska Sp. z o.o. (Sie? komórkowa multiMOBILE)
+4878604;Multimedia Polska Sp. z o.o. (Sie? komórkowa multiMOBILE)
+4878605;Multimedia Polska Sp. z o.o. (Sie? komórkowa multiMOBILE)
+4878606;Multimedia Polska Sp. z o.o. (Sie? komórkowa multiMOBILE)
+4878607;Vectra S.A.
+4878608;TOYA Sp. z o.o.
+4878609;TISMI B.V.
+487861;P4 Sp. z o.o. (Sie? komórkowa Play)
+487862;P4 Sp. z o.o. (Sie? komórkowa Play)
+487863;Orange Polska S.A. (Sie? komórkowa Orange)
+487864;Orange Polska S.A. (Sie? komórkowa Orange)
+487865;Orange Polska S.A. (Sie? komórkowa Orange)
+487866;Orange Polska S.A. (Sie? komórkowa Orange)
+4878670;Lancelot B.V.
+4878678;CLUDO Sp z o.o.
+487868;Orange Polska S.A. (Sie? komórkowa Orange)
+487869;Orange Polska S.A. (Sie? komórkowa Orange)
+48787;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+48788;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+487890;Orange Polska S.A. (Sie? komórkowa Orange)
+487891;Orange Polska S.A. (Sie? komórkowa Orange)
+487892;Orange Polska S.A. (Sie? komórkowa Orange)
+487893;Orange Polska S.A. (Sie? komórkowa Orange)
+487894;Orange Polska S.A. (Sie? komórkowa Orange)
+4878950;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+4878951;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+4878952;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+4878953;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+4878954;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+4878955;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+4878956;PREMIUM MOBILE Sp. z o.o.
+4878957;PREMIUM MOBILE Sp. z o.o.
+4878958;PREMIUM MOBILE Sp. z o.o.
+487896;Orange Polska S.A. (Sie? komórkowa Orange)
+487897;Orange Polska S.A. (Sie? komórkowa Orange)
+487898;Orange Polska S.A. (Sie? komórkowa Orange)
+487899;Orange Polska S.A. (Sie? komórkowa Orange)
+48790;P4 Sp. z o.o. (Sie? komórkowa Play)
+48791;P4 Sp. z o.o. (Sie? komórkowa Play)
+48792;P4 Sp. z o.o. (Sie? komórkowa Play)
+487930;P4 Sp. z o.o. (Sie? komórkowa Play)
+487931;P4 Sp. z o.o. (Sie? komórkowa Play)
+487932;P4 Sp. z o.o. (Sie? komórkowa Play)
+487933;P4 Sp. z o.o. (Sie? komórkowa Play)
+487934;P4 Sp. z o.o. (Sie? komórkowa Play)
+487935;P4 Sp. z o.o. (Sie? komórkowa Play)
+487936;P4 Sp. z o.o. (Sie? komórkowa Play)
+487937;P4 Sp. z o.o. (Sie? komórkowa Play)
+487938;Netia S.A.
+487939;P4 Sp. z o.o. (Sie? komórkowa Play)
+48794;P4 Sp. z o.o. (Sie? komórkowa Play)
+487950;P4 Sp. z o.o. (Sie? komórkowa Play)
+487951;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+487952;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+487953;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+487954;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+487955;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+487956;P4 Sp. z o.o. (Sie? komórkowa Play)
+487957;P4 Sp. z o.o. (Sie? komórkowa Play)
+487958;P4 Sp. z o.o. (Sie? komórkowa Play)
+487959;P4 Sp. z o.o. (Sie? komórkowa Play)
+48796;P4 Sp. z o.o. (Sie? komórkowa Play)
+48797;Orange Polska S.A. (Sie? komórkowa Orange)
+48798;Orange Polska S.A. (Sie? komórkowa Orange)
+487990;Orange Polska S.A. (Sie? komórkowa Orange)
+487991;P4 Sp. z o.o. (Sie? komórkowa Play)
+487992;P4 Sp. z o.o. (Sie? komórkowa Play)
+487993;P4 Sp. z o.o. (Sie? komórkowa Play)
+487994;P4 Sp. z o.o. (Sie? komórkowa Play)
+4879950;P4 Sp. z o.o. (Sie? komórkowa Play)
+4879951;P4 Sp. z o.o. (Sie? komórkowa Play)
+4879952;P4 Sp. z o.o. (Sie? komórkowa Play)
+4879953;P4 Sp. z o.o. (Sie? komórkowa Play)
+4879954;Next Mobile Sp. z o.o.
+4879955;P4 Sp. z o.o. (Sie? komórkowa Play)
+4879956;P4 Sp. z o.o. (Sie? komórkowa Play)
+4879957;P4 Sp. z o.o. (Sie? komórkowa Play)
+4879958;P4 Sp. z o.o. (Sie? komórkowa Play)
+4879959;P4 Sp. z o.o. (Sie? komórkowa Play)
+487996;Orange Polska S.A. (Sie? komórkowa Orange)
+487997;Virgin Mobile Polska Sp. z o.o.
+487998;Virgin Mobile Polska Sp. z o.o.
+487999;Virgin Mobile Polska Sp. z o.o.
+48880;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+488810;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+488811;AERO 2 Sp. z o.o.
+488812;P4 Sp. z o.o. (Sie? komórkowa Play)
+488813;P4 Sp. z o.o. (Sie? komórkowa Play)
+488814;P4 Sp. z o.o. (Sie? komórkowa Play)
+488815;P4 Sp. z o.o. (Sie? komórkowa Play)
+488816;P4 Sp. z o.o. (Sie? komórkowa Play)
+488817;P4 Sp. z o.o. (Sie? komórkowa Play)
+488818;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+488819;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+48882;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+488830;P4 Sp. z o.o. (Sie? komórkowa Play)
+488831;P4 Sp. z o.o. (Sie? komórkowa Play)
+488832;P4 Sp. z o.o. (Sie? komórkowa Play)
+488833;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+488834;P4 Sp. z o.o. (Sie? komórkowa Play)
+488835;P4 Sp. z o.o. (Sie? komórkowa Play)
+488836;P4 Sp. z o.o. (Sie? komórkowa Play)
+488837;P4 Sp. z o.o. (Sie? komórkowa Play)
+488838;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+488839;P4 Sp. z o.o. (Sie? komórkowa Play)
+488840;P4 Sp. z o.o. (Sie? komórkowa Play)
+488841;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+488842;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+488843;P4 Sp. z o.o. (Sie? komórkowa Play)
+4888444;CARITAS ??CZY Sp. z o.o.
+4888449;INTERKONEKT Pawe? Barczyk Tomasz Furman Spó?ka Jawna
+488846;P4 Sp. z o.o. (Sie? komórkowa Play)
+488847;P4 Sp. z o.o. (Sie? komórkowa Play)
+488848;P4 Sp. z o.o. (Sie? komórkowa Play)
+488849;P4 Sp. z o.o. (Sie? komórkowa Play)
+48885;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+48886;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+48887;Polkomtel Sp. z o.o. (Sie? komórkowa Plus)
+48888;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
+48889;T-MOBILE POLSKA S.A. (Sie? komórkowa T-Mobile)
